"","Week","date","DateYYMMDD","Month","MonthN","Year","Season","Group","IntPhase","Delay1","Delay2","Location","Income","Community","HouseID","UniqueID","daystrapping","Placement","Indoor","Outdoor","AEAfemale","AWND","PRCP","TAVG","TMAX","TMIN","Cov200m","200mHouses","CovRate200","Participation"
"308",35,2017-08-28,170828,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB05","LFLB05OUT170828",7,"OUT",0,1,3,"3.5",0,31.4,37.2,25.6,0,0,0,0.63
"309",35,2017-08-28,170828,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB06","LFLB06IN170828",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.63
"310",35,2017-08-28,170828,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB06","LFLB06OUT170828",7,"OUT",0,1,2,"3.5",0,31.4,37.2,25.6,0,0,0,0.63
"311",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR03","MRR03IN170828",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,26,10,2.6,0.65
"312",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR03","MRR03OUT170828",7,"OUT",0,1,0,"3.5",0,31.4,37.2,25.6,26,10,2.6,0.65
"313",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR05","MRR05IN170828",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,35,16,2.1875,0.65
"314",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR05","MRR05OUT170828",7,"OUT",0,1,0,"3.5",0,31.4,37.2,25.6,35,16,2.1875,0.65
"315",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE04","PE04IN170828",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,82,71,1.15492957746479,0.47
"316",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE04","PE04OUT170828",7,"OUT",0,1,13,"3.5",0,31.4,37.2,25.6,82,71,1.15492957746479,0.47
"317",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF08","PF08IN170828",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,65,63,1.03174603174603,0.47
"318",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF08","PF08OUT170828",7,"OUT",0,1,2,"3.5",0,31.4,37.2,25.6,65,63,1.03174603174603,0.47
"319",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF06","PF06IN170828",11,"IN",1,0,1,"3.2",0,29.45,33.9,25,43,44,0.977272727272727,0.47
"320",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF06","PF06OUT170828",11,"OUT",0,1,30,"3.2",0,29.45,33.9,25,43,44,0.977272727272727,0.47
"321",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR04","MRR04IN170828",21,"IN",1,0,0,"5.8",0,28.9,33.9,23.9,35,16,2.1875,0.65
"322",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR04","MRR04OUT170828",21,"OUT",0,1,1,"5.8",0,28.9,33.9,23.9,35,16,2.1875,0.65
"323",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF04","PF04IN170828",21,"IN",1,0,0,"2",0,21.15,26.7,15.6,40,39,1.02564102564103,0.47
"324",35,2017-08-28,170828,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF04","PF04OUT170828",21,"OUT",0,1,4,"2",0,21.15,26.7,15.6,40,39,1.02564102564103,0.47
"325",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH01","MCH01IN170829",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.86
"326",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH01","MCH01OUT170829",7,"OUT",0,1,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.86
"327",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH03","MCH03IN170829",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.86
"328",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH03","MCH03OUT170829",7,"OUT",0,1,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.86
"329",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM01","MM01IN170829",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.81
"330",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM01","MM01OUT170829",7,"OUT",0,1,14,"3.5",0,31.4,37.2,25.6,0,0,0,0.81
"331",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM02","MM02IN170829",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.81
"332",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM02","MM02OUT170829",7,"OUT",0,1,4,"3.5",0,31.4,37.2,25.6,0,0,0,0.81
"333",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM03","MM03IN170829",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,0,0,0,0.81
"334",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM03","MM03OUT170829",7,"OUT",0,1,5,"3.5",0,31.4,37.2,25.6,0,0,0,0.81
"335",35,2017-08-29,170829,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT02","WCT02IN170829",7,"IN",1,0,0,"3.5",0,31.4,37.2,25.6,36,25,1.44,0.5
"336",35,2017-08-29,170829,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT02","WCT02OUT170829",7,"OUT",0,1,5,"7.1",0,32.75,38.3,27.2,36,25,1.44,0.5
"337",35,2017-08-29,170829,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT08","WCT08IN170829",7,"IN",1,0,0,"7.1",0,32.75,38.3,27.2,39,24,1.625,0.5
"338",35,2017-08-29,170829,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT08","WCT08OUT170829",7,"OUT",0,1,4,"7.1",0,32.75,38.3,27.2,39,24,1.625,0.5
"339",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH04","MCH04IN170829",14,"IN",1,0,0,"7.2",0,34.2,40.6,27.8,0,0,0,0.86
"340",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH04","MCH04OUT170829",14,"OUT",0,1,3,"7.2",0,34.2,40.6,27.8,0,0,0,0.86
"341",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH05","MCH05IN170829",14,"IN",1,0,0,"7.2",0,34.2,40.6,27.8,0,0,0,0.86
"342",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH05","MCH05OUT170829",14,"OUT",0,1,1,"7.2",0,34.2,40.6,27.8,0,0,0,0.86
"343",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM04","MM04IN170829",21,"IN",1,0,0,"2",0,21.15,26.7,15.6,0,0,0,0.81
"344",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM04","MM04OUT170829",21,"OUT",0,1,15,"2",0,21.15,26.7,15.6,0,0,0,0.81
"345",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM05","MM05IN170829",21,"IN",1,0,0,"2",0,21.15,26.7,15.6,0,0,0,0.81
"346",35,2017-08-29,170829,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM05","MM05OUT170829",21,"OUT",0,1,11,"2",0,21.15,26.7,15.6,0,0,0,0.81
"347",35,2017-08-29,170829,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT03","WCT03IN170829",22,"IN",1,0,0,"6.9",0.3,10.85,15,6.7,36,22,1.63636363636364,0.5
"348",35,2017-08-29,170829,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT03","WCT03OUT170829",22,"OUT",0,1,18,"6.9",0.3,10.85,15,6.7,36,22,1.63636363636364,0.5
"349",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF02","DF02IN170830",14,"IN",1,0,0,"7.2",0,34.2,40.6,27.8,42,27,1.55555555555556,0.55
"350",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF02","DF02OUT170830",14,"OUT",0,1,10,"7.2",0,34.2,40.6,27.8,42,27,1.55555555555556,0.55
"351",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF03","DF03IN170830",14,"IN",1,0,1,"7.2",0,34.2,40.6,27.8,36,19,1.89473684210526,0.55
"352",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF03","DF03OUT170830",14,"OUT",0,1,1,"6.2",0,33.6,40,27.2,36,19,1.89473684210526,0.55
"353",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF04","DF04IN170830",14,"IN",1,0,1,"6.2",0,33.6,40,27.2,30,16,1.875,0.55
"354",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF04","DF04OUT170830",14,"OUT",0,1,12,"6.2",0,33.6,40,27.2,30,16,1.875,0.55
"355",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV08","MLV08IN170830",14,"IN",1,0,0,"6.2",0,33.6,40,27.2,0,0,0,0.69
"356",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV08","MLV08OUT170830",14,"OUT",0,1,2,"6.2",0,33.6,40,27.2,0,0,0,0.69
"357",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV11","MLV11IN170830",14,"IN",1,0,0,"6.2",0,33.6,40,27.2,0,0,0,0.69
"358",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV11","MLV11OUT170830",14,"OUT",0,1,1,"6.2",0,33.6,40,27.2,0,0,0,0.69
"359",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF07","DF07IN170830",21,"IN",1,0,4,"2",0,21.15,26.7,15.6,27,20,1.35,0.55
"360",35,2017-08-30,170830,"August",8,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF07","DF07OUT170830",21,"OUT",0,1,0,"2",0,21.15,26.7,15.6,27,20,1.35,0.55
"361",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV01","MLV01IN170830",21,"IN",1,0,0,"2",0,21.15,26.7,15.6,0,0,0,0.69
"362",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV01","MLV01OUT170830",21,"OUT",0,1,2,"2",0,21.15,26.7,15.6,0,0,0,0.69
"363",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV03","MLV03IN170830",21,"IN",1,0,0,"2",0,21.15,26.7,15.6,0,0,0,0.69
"364",35,2017-08-30,170830,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV03","MLV03OUT170830",21,"OUT",0,1,2,"2",0,21.15,26.7,15.6,0,0,0,0.69
"365",35,2017-08-31,170831,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH02","MCH02IN170831",9,"IN",1,0,0,"7.2",0,23.05,31.7,14.4,0,0,0,0.86
"366",35,2017-08-31,170831,"August",8,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH02","MCH02OUT170831",9,"OUT",0,1,4,"7.2",0,23.05,31.7,14.4,0,0,0,0.86
"367",35,2017-08-31,170831,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE01","PE01IN170831",10,"IN",1,0,0,"3.8",0,31.4,37.8,25,79,68,1.16176470588235,0.47
"368",35,2017-08-31,170831,"August",8,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE01","PE01OUT170831",10,"OUT",0,1,12,"3.8",0,31.4,37.8,25,79,68,1.16176470588235,0.47
"369",35,2017-08-31,170831,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT01","WCT01IN170831",16,"IN",1,0,0,"3.4",0.5,30.85,35,26.7,39,26,1.5,0.5
"370",35,2017-08-31,170831,"August",8,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT01","WCT01OUT170831",16,"OUT",0,1,5,"3.4",0.5,30.85,35,26.7,39,26,1.5,0.5
"371",36,2017-09-05,170905,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB03","LFLB03IN170905",8,"IN",1,0,1,"6.1",0,22.75,29.4,16.1,0,0,0,0.63
"372",36,2017-09-05,170905,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB03","LFLB03OUT170905",8,"OUT",0,1,2,"4.3",0,3.9,6.7,1.1,0,0,0,0.63
"373",36,2017-09-05,170905,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB04","LFLB04IN170905",8,"IN",1,0,0,"4.3",0,3.9,6.7,1.1,0,0,0,0.63
"374",36,2017-09-05,170905,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB04","LFLB04OUT170905",8,"OUT",0,1,2,"4.3",0,3.9,6.7,1.1,0,0,0,0.63
"375",36,2017-09-05,170905,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB06","LFLB06IN170905",8,"IN",1,0,0,"4.3",0,3.9,6.7,1.1,0,0,0,0.63
"376",36,2017-09-05,170905,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB06","LFLB06OUT170905",8,"OUT",0,1,2,"3.8",0,18.6,24.4,12.8,0,0,0,0.63
"377",36,2017-09-05,170905,"September",9,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR03","MRR03IN170905",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,26,10,2.6,0.65
"378",36,2017-09-05,170905,"September",9,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR03","MRR03OUT170905",8,"OUT",0,1,0,"3.8",0,18.6,24.4,12.8,26,10,2.6,0.65
"379",36,2017-09-05,170905,"September",9,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR05","MRR05IN170905",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,35,16,2.1875,0.65
"380",36,2017-09-05,170905,"September",9,"2017","Warm","GR1","Int","Int","Int","Mercedes","Middle","M6-Rio Rico","MRR05","MRR05OUT170905",8,"OUT",0,1,1,"3.8",0,18.6,24.4,12.8,35,16,2.1875,0.65
"381",36,2017-09-06,170906,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH02","MCH02IN170906",6,"IN",1,0,0,"3.7",0,25,33.9,16.1,0,0,0,0.86
"382",36,2017-09-06,170906,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH02","MCH02OUT170906",6,"OUT",0,1,0,"3.7",0,25,33.9,16.1,0,0,0,0.86
"383",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT01","WCT01IN170906",6,"IN",1,0,0,"3.7",0,25,33.9,16.1,39,26,1.5,0.5
"384",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT01","WCT01OUT170906",6,"OUT",0,1,0,"3.7",0,25,33.9,16.1,39,26,1.5,0.5
"385",36,2017-09-06,170906,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH04","MCH04IN170906",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,0,0,0,0.86
"386",36,2017-09-06,170906,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M5-Chapa","MCH04","MCH04OUT170906",8,"OUT",0,1,2,"3.8",0,18.6,24.4,12.8,0,0,0,0.86
"387",36,2017-09-06,170906,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM04","MM04IN170906",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,0,0,0,0.81
"388",36,2017-09-06,170906,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","Mercedes","Low","M13-Mesquite","MM04","MM04OUT170906",8,"OUT",0,1,6,"3.8",0,18.6,24.4,12.8,0,0,0,0.81
"389",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT02","WCT02IN170906",8,"IN",1,0,1,"3.8",0,18.6,24.4,12.8,36,25,1.44,0.5
"390",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT02","WCT02OUT170906",8,"OUT",0,1,4,"3.8",0,18.6,24.4,12.8,36,25,1.44,0.5
"391",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT03","WCT03IN170906",8,"IN",1,0,2,"3.8",0,18.6,24.4,12.8,36,22,1.63636363636364,0.5
"392",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT03","WCT03OUT170906",8,"OUT",0,1,0,"3.8",0,18.6,24.4,12.8,36,22,1.63636363636364,0.5
"393",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT08","WCT08IN170906",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,39,24,1.625,0.5
"394",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT08","WCT08OUT170906",8,"OUT",0,1,3,"3.8",0,18.6,24.4,12.8,39,24,1.625,0.5
"395",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE04","PE04IN170906",9,"IN",1,0,1,"7.2",0,23.05,31.7,14.4,82,71,1.15492957746479,0.47
"396",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE04","PE04OUT170906",9,"OUT",0,1,16,"7.2",0,23.05,31.7,14.4,82,71,1.15492957746479,0.47
"397",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF04","PF04IN170906",9,"IN",1,0,1,"5.7",0,26.65,32.2,21.1,40,39,1.02564102564103,0.47
"398",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF04","PF04OUT170906",9,"OUT",0,1,3,"5.7",0,26.65,32.2,21.1,40,39,1.02564102564103,0.47
"399",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF06","PF06IN170906",9,"IN",1,0,1,"5.7",0,26.65,32.2,21.1,43,44,0.977272727272727,0.47
"400",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF06","PF06OUT170906",9,"OUT",0,1,15,"5.7",0,26.65,32.2,21.1,43,44,0.977272727272727,0.47
"401",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF08","PF08IN170906",9,"IN",1,0,0,"5.7",0,26.65,32.2,21.1,65,63,1.03174603174603,0.47
"402",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PF08","PF08OUT170906",9,"OUT",0,1,0,"5.7",0,26.65,32.2,21.1,65,63,1.03174603174603,0.47
"403",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT06","WCT06IN170906",20,"IN",1,0,1,"2.6",0.3,23.9,28.9,18.9,39,26,1.5,0.5
"404",36,2017-09-06,170906,"September",9,"2017","Warm","GR1","Int","Int","Int","Weslaco","Middle","W3-Christian Ct","WCT06","WCT06OUT170906",20,"OUT",0,1,1,"2.6",0.3,23.9,28.9,18.9,39,26,1.5,0.5
"405",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF02","DF02IN170907",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,42,27,1.55555555555556,0.55
"406",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF02","DF02OUT170907",8,"OUT",0,1,3,"3.8",0,18.6,24.4,12.8,42,27,1.55555555555556,0.55
"407",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF04","DF04IN170907",8,"IN",1,0,4,"3.8",0,18.6,24.4,12.8,30,16,1.875,0.55
"408",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF04","DF04OUT170907",8,"OUT",0,1,3,"3.8",0,18.6,24.4,12.8,30,16,1.875,0.55
"409",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF07","DF07IN170907",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,27,20,1.35,0.55
"410",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF07","DF07OUT170907",8,"OUT",0,1,0,"3.8",0,18.6,24.4,12.8,27,20,1.35,0.55
"411",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF10","DF10IN170907",8,"IN",1,0,1,"3.8",0,18.6,24.4,12.8,42,26,1.61538461538462,0.55
"412",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF10","DF10OUT170907",8,"OUT",0,1,4,"3.8",0,18.6,24.4,12.8,42,26,1.61538461538462,0.55
"413",36,2017-09-07,170907,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV01","MLV01IN170907",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,0,0,0,0.69
"414",36,2017-09-07,170907,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV01","MLV01OUT170907",8,"OUT",0,1,2,"3.8",0,18.6,24.4,12.8,0,0,0,0.69
"415",36,2017-09-07,170907,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV03","MLV03IN170907",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,0,0,0,0.69
"416",36,2017-09-07,170907,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV03","MLV03OUT170907",8,"OUT",0,1,0,"3.8",0,18.6,24.4,12.8,0,0,0,0.69
"417",36,2017-09-07,170907,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV08","MLV08IN170907",8,"IN",1,0,0,"3.8",0,18.6,24.4,12.8,0,0,0,0.69
"418",36,2017-09-07,170907,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","McAllen","Middle","M4-La Vista","MLV08","MLV08OUT170907",8,"OUT",0,1,1,"3.8",0,18.6,24.4,12.8,0,0,0,0.69
"419",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF11","DF11IN170907",22,"IN",1,0,2,"6.9",0.3,10.85,15,6.7,51,32,1.59375,0.55
"420",36,2017-09-07,170907,"September",9,"2017","Warm","GR1","Int","Int","Int","Donna","Low","D1-Balli","DF11","DF11OUT170907",22,"OUT",0,1,0,"6.9",0.3,10.85,15,6.7,51,32,1.59375,0.55
"421",37,2017-09-11,170911,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE04","PE04IN170911",5,"IN",1,0,1,"4.5",0,31.1,37.8,24.4,82,71,1.15492957746479,0.47
"422",37,2017-09-11,170911,"September",9,"2017","Warm","GR1","Int","Int","Int","Progreso","Low","P2-Cameron","PE04","PE04OUT170911",5,"OUT",0,1,9,"4.5",0,31.1,37.8,24.4,82,71,1.15492957746479,0.47
"423",37,2017-09-11,170911,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB03","LFLB03IN170911",6,"IN",1,0,0,"3.7",0,25,33.9,16.1,0,0,0,0.63
"424",37,2017-09-11,170911,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB03","LFLB03OUT170911",6,"OUT",0,1,4,"3.7",0,25,33.9,16.1,0,0,0,0.63
"425",37,2017-09-11,170911,"September",9,"2017","Warm","GR2","Cont","Cont","Cont","La Feria","Middle","LF10-La Bonita","LFLB04","LFLB04IN170911",6,"IN",1,0,0,"3.7",0,25,33.9,16.1,0,0,0,0.63
